Tournament,Date,Team_1,Team_2,Score_1,Score_2
Regionals North,2023-07-29,Manchester Ultimate,Edinburgh Ultimate,12,10
Regionals North,2023-07-29,Manchester Ultimate,Lemmings 1,15,6
Regionals North,2023-07-29,Manchester Ultimate,Manchester Bees,15,7
Regionals North,2023-07-29,Newcastle Brown,Flyght Open 1,15,1
Regionals North,2023-07-29,Steal,Cambridge Ultimate,15,7
Regionals North,2023-07-29,Yorkshire Ultimate,Cambridge Ultimate,14,9
Regionals North,2023-07-29,Yorkshire Ultimate,Steal,10,5
Regionals South,2023-07-29,Bristol Open,Devon 1,13,7
Regionals South,2023-07-29,Bristol Open,Ka-Pow!,12,5
Regionals South,2023-07-29,Bristol Open,Reading Open,12,7
Regionals South,2023-07-29,Bristol Open,Zimmer,13,3
Regionals South,2023-07-29,Clapham,Fire of London,13,2
Regionals South,2023-07-29,Clapham,SMASH'D,15,6
Regionals South,2023-07-29,Clapham,SOLENT,15,7
Regionals South,2023-07-29,Devon 1,Zimmer,11,10
Regionals South,2023-07-29,Fire of London,SOLENT,12,11
Regionals South,2023-07-29,Ka-Pow!,Devon 1,8,7
Regionals South,2023-07-29,Ka-Pow!,Zimmer,13,7
Regionals South,2023-07-29,Reading Open,Devon 1,11,10
Regionals South,2023-07-29,Reading Open,Ka-Pow!,10,7
Regionals South,2023-07-29,Reading Open,Zimmer,12,9
Regionals South,2023-07-29,SMASH'D,Fire of London,13,7
Regionals South,2023-07-29,SMASH'D,SOLENT,15,8
Regionals North,2023-07-30,Alba,Manchester Ultimate,15,7
Regionals North,2023-07-30,Alba,Yorkshire Ultimate,15,6
Regionals North,2023-07-30,Cambridge Ultimate,Flyght Open 1,13,3
Regionals North,2023-07-30,Cambridge Ultimate,Manchester Bees,11,8
Regionals North,2023-07-30,Cambridge Ultimate,Steal,9,6
Regionals North,2023-07-30,Chevron Action Flash,Alba,14,8
Regionals North,2023-07-30,Chevron Action Flash,Lemmings 1,15,4
Regionals North,2023-07-30,Chevron Action Flash,Newcastle Brown,15,10
Regionals North,2023-07-30,Edinburgh Ultimate,Cambridge Ultimate,10,9
Regionals North,2023-07-30,Edinburgh Ultimate,Flyght Open 1,12,5
Regionals North,2023-07-30,Manchester Bees,Edinburgh Ultimate,10,9
Regionals North,2023-07-30,Manchester Bees,Flyght Open 1,12,4
Regionals North,2023-07-30,Manchester Ultimate,Yorkshire Ultimate,13,4
Regionals North,2023-07-30,Newcastle Brown,Lemmings 1,14,6
Regionals North,2023-07-30,Newcastle Brown,Manchester Ultimate,14,12
Regionals North,2023-07-30,Steal,Edinburgh Ultimate,10,8
Regionals North,2023-07-30,Steal,Flyght Open 1,13,3
Regionals North,2023-07-30,Steal,Manchester Bees,11,6
Regionals South,2023-07-30,Bristol Open,SMASH'D,12,10
Regionals South,2023-07-30,Clapham,Bristol Open,15,10
Regionals South,2023-07-30,Clapham,Reading Open,15,4
Regionals South,2023-07-30,Devon 1,Fire of London,14,11
Regionals South,2023-07-30,Fire of London,SOLENT,15,8
Regionals South,2023-07-30,Fire of London,Zimmer,13,12
Regionals South,2023-07-30,Ka-Pow!,Devon 1,10,8
Regionals South,2023-07-30,Ka-Pow!,SOLENT,12,4
Regionals South,2023-07-30,Reading Open,Devon 1,10,7
Regionals South,2023-07-30,SMASH'D,Ka-Pow!,12,10
Regionals South,2023-07-30,SMASH'D,Reading Open,15,13
Regionals South,2023-07-30,Zimmer,SOLENT,13,10
EUCR Gent,2023-08-07,Amsterdam Ultimate Club @ EUCR Gent,Aarhus Ultimate @ EUCR Gent,12,10
EUCR Gent,2023-08-07,Amsterdam Ultimate Club @ EUCR Gent,Freezzz Beezzz @ EUCR Gent,12,11
EUCR Gent,2023-08-07,Armada @ EUCR Gent,Aarhus Ultimate @ EUCR Gent,9,8
EUCR Gent,2023-08-07,Armada @ EUCR Gent,Frizzly Bears Aachen @ EUCR Gent,10,7
EUCR Gent,2023-08-07,Armada @ EUCR Gent,Frizzly Bears Aachen @ EUCR Gent,13,11
EUCR Gent,2023-08-07,Bad Skid @ EUCR Gent,Aarhus Ultimate @ EUCR Gent,15,6
EUCR Gent,2023-08-07,Bad Skid @ EUCR Gent,Amsterdam Ultimate Club @ EUCR Gent,15,13
EUCR Gent,2023-08-07,Bad Skid @ EUCR Gent,Freezzz Beezzz @ EUCR Gent,15,11
EUCR Gent,2023-08-07,Bad Skid @ EUCR Gent,Gentle Open @ EUCR Gent,15,11
EUCR Gent,2023-08-07,Bad Skid @ EUCR Gent,Københavns Frisbee Klub (KFK) @ EUCR Gent,15,9
EUCR Gent,2023-08-07,Freezzz Beezzz @ EUCR Gent,Aarhus Ultimate @ EUCR Gent,15,8
EUCR Gent,2023-08-07,Freezzz Beezzz @ EUCR Gent,Frizzly Bears Aachen @ EUCR Gent,14,11
EUCR Gent,2023-08-07,Gentle Open @ EUCR Gent,Amsterdam Ultimate Club @ EUCR Gent,15,8
EUCR Gent,2023-08-07,Gentle Open @ EUCR Gent,Heidees Open @ EUCR Gent,15,14
EUCR Gent,2023-08-07,Heidees Open @ EUCR Gent,Aarhus Ultimate @ EUCR Gent,15,10
EUCR Gent,2023-08-07,Heidees Open @ EUCR Gent,Armada @ EUCR Gent,14,11
EUCR Gent,2023-08-07,Københavns Frisbee Klub (KFK) @ EUCR Gent,Armada @ EUCR Gent,15,5
EUCR Gent,2023-08-07,Københavns Frisbee Klub (KFK) @ EUCR Gent,Frizzly Bears Aachen @ EUCR Gent,14,9
EUCR Gent,2023-08-07,Københavns Frisbee Klub (KFK) @ EUCR Gent,Gentle Open @ EUCR Gent,15,10
EUCR Gent,2023-08-07,Københavns Frisbee Klub (KFK) @ EUCR Gent,Heidees Open @ EUCR Gent,14,12
EUCR Gent,2023-08-07,M.U.C. @ EUCR Gent,Amsterdam Ultimate Club @ EUCR Gent,14,11
EUCR Gent,2023-08-07,M.U.C. @ EUCR Gent,Armada @ EUCR Gent,15,7
EUCR Gent,2023-08-07,M.U.C. @ EUCR Gent,Freezzz Beezzz @ EUCR Gent,15,8
EUCR Gent,2023-08-07,M.U.C. @ EUCR Gent,Frizzly Bears Aachen @ EUCR Gent,15,4
EUCR Gent,2023-08-07,M.U.C. @ EUCR Gent,Københavns Frisbee Klub (KFK) @ EUCR Gent,13,12
EUCR Gent,2023-08-07,Wall City @ EUCR Gent,Amsterdam Ultimate Club @ EUCR Gent,15,11
EUCR Gent,2023-08-07,Wall City @ EUCR Gent,Bad Skid @ EUCR Gent,13,9
EUCR Gent,2023-08-07,Wall City @ EUCR Gent,Gentle Open @ EUCR Gent,14,12
EUCR Gent,2023-08-07,Wall City @ EUCR Gent,Heidees Open @ EUCR Gent,15,10
EUCR Gent,2023-08-07,Wall City @ EUCR Gent,M.U.C. @ EUCR Gent,15,12
August Edition,2023-08-12,Brighton Ultimate,Curve,15,7
August Edition,2023-08-12,Brighton Ultimate,SOLENT,14,4
August Edition,2023-08-12,Brighton Ultimate,St Albans,15,4
August Edition,2023-08-12,Curve,Brixton,15,3
August Edition,2023-08-12,Curve,St Albans,13,6
August Edition,2023-08-12,GB Grand Masters Open,Brixton,15,6
August Edition,2023-08-12,GB Grand Masters Open,SOLENT,13,11
August Edition,2023-08-12,GB Grand Masters Open,St Albans,15,8
August Edition,2023-08-12,SOLENT,Brixton,15,1
August Edition,2023-08-13,Brighton Ultimate,Brixton,15,0
August Edition,2023-08-13,Brighton Ultimate,GB Grand Masters Open,13,10
August Edition,2023-08-13,Brixton,St Albans,9,8
August Edition,2023-08-13,GB Grand Masters Open,Curve,15,4
August Edition,2023-08-13,SOLENT,Curve,13,7
August Edition,2023-08-13,SOLENT,St Albans,15,8
EUCR Bern,2023-08-27,Alligators @ EUCR Bern,Cus Padova Barbastreji @ EUCR Bern,15,11
EUCR Bern,2023-08-27,Alligators @ EUCR Bern,Red Bulls @ EUCR Bern,12,8
EUCR Bern,2023-08-27,BFD LaFotta @ EUCR Bern,Alligators @ EUCR Bern,15,7
EUCR Bern,2023-08-27,BFD LaFotta @ EUCR Bern,Flying Angels Bern @ EUCR Bern,15,6
EUCR Bern,2023-08-27,BFD LaFotta @ EUCR Bern,Flying Angels Bern @ EUCR Bern,15,6
EUCR Bern,2023-08-27,BFD LaFotta @ EUCR Bern,Iznogood @ EUCR Bern,15,6
EUCR Bern,2023-08-27,BFD LaFotta @ EUCR Bern,Solebang @ EUCR Bern,15,5
EUCR Bern,2023-08-27,Cotarica Grandes @ EUCR Bern,Cus Padova Barbastreji @ EUCR Bern,15,10
EUCR Bern,2023-08-27,Cotarica Grandes @ EUCR Bern,Freespeed @ EUCR Bern,14,8
EUCR Bern,2023-08-27,Cotarica Grandes @ EUCR Bern,Iznogood @ EUCR Bern,11,7
EUCR Bern,2023-08-27,Flying Angels Bern @ EUCR Bern,Alligators @ EUCR Bern,15,13
EUCR Bern,2023-08-27,Flying Angels Bern @ EUCR Bern,Panthers Bern @ EUCR Bern,15,10
EUCR Bern,2023-08-27,Flying Angels Bern @ EUCR Bern,Tchac @ EUCR Bern,13,12
EUCR Bern,2023-08-27,Freespeed @ EUCR Bern,Red Bulls @ EUCR Bern,14,9
EUCR Bern,2023-08-27,Iznogood @ EUCR Bern,Freespeed @ EUCR Bern,12,5
EUCR Bern,2023-08-27,Iznogood @ EUCR Bern,Solebang @ EUCR Bern,9,8
EUCR Bern,2023-08-27,Panthers Bern @ EUCR Bern,Freespeed @ EUCR Bern,15,12
EUCR Bern,2023-08-27,Panthers Bern @ EUCR Bern,Iznogood @ EUCR Bern,11,10
EUCR Bern,2023-08-27,Panthers Bern @ EUCR Bern,Red Bulls @ EUCR Bern,15,8
EUCR Bern,2023-08-27,Panthers Bern @ EUCR Bern,Solebang @ EUCR Bern,13,10
EUCR Bern,2023-08-27,Red Bulls @ EUCR Bern,Cus Padova Barbastreji @ EUCR Bern,14,12
EUCR Bern,2023-08-27,Red Bulls @ EUCR Bern,Freespeed @ EUCR Bern,15,0
EUCR Bern,2023-08-27,Red Bulls @ EUCR Bern,Iznogood @ EUCR Bern,11,10
EUCR Bern,2023-08-27,Solebang @ EUCR Bern,Cotarica Grandes @ EUCR Bern,11,10
EUCR Bern,2023-08-27,Solebang @ EUCR Bern,Cus Padova Barbastreji @ EUCR Bern,15,6
EUCR Bern,2023-08-27,Tchac @ EUCR Bern,Alligators @ EUCR Bern,15,8
EUCR Bern,2023-08-27,Tchac @ EUCR Bern,Cotarica Grandes @ EUCR Bern,13,12
EUCR Bern,2023-08-27,Tchac @ EUCR Bern,Cus Padova Barbastreji @ EUCR Bern,15,10
EUCR Bern,2023-08-27,Tchac @ EUCR Bern,Panthers Bern @ EUCR Bern,14,11
EUCR Bern,2023-08-27,Tchac @ EUCR Bern,Solebang @ EUCR Bern,15,8
EUCR Warsaw,2023-08-27,FWD>> @ EUCR Warsaw,NXT @ EUCR Warsaw,14,10
EUCR Warsaw,2023-08-27,FWD>> @ EUCR Warsaw,PirU @ EUCR Warsaw,14,12
EUCR Warsaw,2023-08-27,FWD>> @ EUCR Warsaw,Terrible Monkeys @ EUCR Warsaw,15,14
EUCR Warsaw,2023-08-27,Helsinki Ultimate @ EUCR Warsaw,Prague Devils @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Helsinki Ultimate @ EUCR Warsaw,SLOVENIA @ EUCR Warsaw,15,10
EUCR Warsaw,2023-08-27,NXT @ EUCR Warsaw,Helsinki Ultimate @ EUCR Warsaw,14,12
EUCR Warsaw,2023-08-27,Otso @ EUCR Warsaw,Helsinki Ultimate @ EUCR Warsaw,15,8
EUCR Warsaw,2023-08-27,Otso @ EUCR Warsaw,NXT @ EUCR Warsaw,13,11
EUCR Warsaw,2023-08-27,Otso @ EUCR Warsaw,SLOVENIA @ EUCR Warsaw,14,10
EUCR Warsaw,2023-08-27,Otso @ EUCR Warsaw,thebigEZ @ EUCR Warsaw,15,13
EUCR Warsaw,2023-08-27,Outsiterz @ EUCR Warsaw,FWD>> @ EUCR Warsaw,15,8
EUCR Warsaw,2023-08-27,Outsiterz @ EUCR Warsaw,NXT @ EUCR Warsaw,15,3
EUCR Warsaw,2023-08-27,Outsiterz @ EUCR Warsaw,PirU @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Outsiterz @ EUCR Warsaw,Terrible Monkeys @ EUCR Warsaw,15,10
EUCR Warsaw,2023-08-27,Outsiterz @ EUCR Warsaw,thebigEZ @ EUCR Warsaw,15,11
EUCR Warsaw,2023-08-27,Panthers Wrocław @ EUCR Warsaw,FWD>> @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Panthers Wrocław @ EUCR Warsaw,Helsinki Ultimate @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Panthers Wrocław @ EUCR Warsaw,Outsiterz @ EUCR Warsaw,15,11
EUCR Warsaw,2023-08-27,Panthers Wrocław @ EUCR Warsaw,Prague Devils @ EUCR Warsaw,15,9
EUCR Warsaw,2023-08-27,Panthers Wrocław @ EUCR Warsaw,Uprising @ EUCR Warsaw,15,8
EUCR Warsaw,2023-08-27,Panthers Wrocław @ EUCR Warsaw,thebigEZ @ EUCR Warsaw,13,11
EUCR Warsaw,2023-08-27,PirU @ EUCR Warsaw,NXT @ EUCR Warsaw,15,12
EUCR Warsaw,2023-08-27,PirU @ EUCR Warsaw,Prague Devils @ EUCR Warsaw,14,12
EUCR Warsaw,2023-08-27,PirU @ EUCR Warsaw,SLOVENIA @ EUCR Warsaw,15,6
EUCR Warsaw,2023-08-27,PirU @ EUCR Warsaw,Uprising @ EUCR Warsaw,14,12
EUCR Warsaw,2023-08-27,Prague Devils @ EUCR Warsaw,NXT @ EUCR Warsaw,15,9
EUCR Warsaw,2023-08-27,Prague Devils @ EUCR Warsaw,SLOVENIA @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Prague Devils @ EUCR Warsaw,thebigEZ @ EUCR Warsaw,15,14
EUCR Warsaw,2023-08-27,Terrible Monkeys @ EUCR Warsaw,Otso @ EUCR Warsaw,15,3
EUCR Warsaw,2023-08-27,Terrible Monkeys @ EUCR Warsaw,SLOVENIA @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Uprising @ EUCR Warsaw,FWD>> @ EUCR Warsaw,13,8
EUCR Warsaw,2023-08-27,Uprising @ EUCR Warsaw,Otso @ EUCR Warsaw,14,12
EUCR Warsaw,2023-08-27,Uprising @ EUCR Warsaw,SLOVENIA @ EUCR Warsaw,15,7
EUCR Warsaw,2023-08-27,Uprising @ EUCR Warsaw,Terrible Monkeys @ EUCR Warsaw,11,8
EUCR Warsaw,2023-08-27,thebigEZ @ EUCR Warsaw,Helsinki Ultimate @ EUCR Warsaw,15,8
EUCR Warsaw,2023-08-27,thebigEZ @ EUCR Warsaw,Terrible Monkeys @ EUCR Warsaw,15,12
Nationals,2023-08-27,Alba,Newcastle Brown,15,4
Nationals,2023-08-27,Alba,SMASH'D,15,10
Nationals,2023-08-27,Bristol Open,Dublin Frisbee 7s,15,3
Nationals,2023-08-27,Bristol Open,Ranelagh,15,14
Nationals,2023-08-27,Chevron Action Flash,Alba,15,13
Nationals,2023-08-27,Chevron Action Flash,Ka-Pow!,15,8
Nationals,2023-08-27,Chevron Action Flash,Reading Open,15,3
Nationals,2023-08-27,Clapham,Bristol Open,15,10
Nationals,2023-08-27,Clapham,PELT Ultimate,15,3
Nationals,2023-08-27,Clapham,XVI,15,10
Nationals,2023-08-27,Ka-Pow!,Newcastle Brown,15,14
Nationals,2023-08-27,PELT Ultimate,Dublin Frisbee 7s,14,10
Nationals,2023-08-27,Ranelagh,Dublin Frisbee 7s,15,6
Nationals,2023-08-27,Ranelagh,XVI,15,13
Nationals,2023-08-27,Reading Open,Ka-Pow!,14,13
Nationals,2023-08-27,SMASH'D,Newcastle Brown,15,6
Nationals,2023-08-27,SMASH'D,Reading Open,15,7
Nationals,2023-08-27,XVI,PELT Ultimate,15,12
Nationals D2,2023-08-27,Cambridge Ultimate,Flyght Open 1,11,4
Nationals D2,2023-08-27,Cambridge Ultimate,Manchester Bees,10,8
Nationals D2,2023-08-27,Devon 1,Edinburgh Ultimate,11,7
Nationals D2,2023-08-27,Devon 1,SOLENT,10,5
Nationals D2,2023-08-27,Devon 1,Steal,10,4
Nationals D2,2023-08-27,Edinburgh Ultimate,Steal,12,11
Nationals D2,2023-08-27,Fire of London,Cambridge Ultimate,12,9
Nationals D2,2023-08-27,Fire of London,Flyght Open 1,13,2
Nationals D2,2023-08-27,Fire of London,Manchester Bees,11,5
Nationals D2,2023-08-27,Fire of London,Manchester Ultimate,11,10
Nationals D2,2023-08-27,Lemmings 1,Devon 1,9,8
Nationals D2,2023-08-27,Lemmings 1,Edinburgh Ultimate,11,6
Nationals D2,2023-08-27,Lemmings 1,Steal,12,9
Nationals D2,2023-08-27,Manchester Bees,Flyght Open 1,9,7
Nationals D2,2023-08-27,Manchester Ultimate,Cambridge Ultimate,13,3
Nationals D2,2023-08-27,Manchester Ultimate,Flyght Open 1,13,3
Nationals D2,2023-08-27,Manchester Ultimate,Manchester Bees,11,4
Nationals D2,2023-08-27,SOLENT,Edinburgh Ultimate,11,8
Nationals D2,2023-08-27,SOLENT,Lemmings 1,9,8
Nationals D2,2023-08-27,Steal,SOLENT,12,9
Nationals,2023-08-28,Alba,Ranelagh,15,14
Nationals,2023-08-28,Alba,SMASH'D,15,5
Nationals,2023-08-28,Bristol Open,XVI,14,9
Nationals,2023-08-28,Chevron Action Flash,Clapham,12,11
Nationals,2023-08-28,Dublin Frisbee 7s,Reading Open,14,13
Nationals,2023-08-28,Ka-Pow!,Dublin Frisbee 7s,15,9
Nationals,2023-08-28,Newcastle Brown,Ka-Pow!,13,12
Nationals,2023-08-28,Newcastle Brown,Reading Open,13,12
Nationals,2023-08-28,PELT Ultimate,Reading Open,15,10
Nationals,2023-08-28,PELT Ultimate,XVI,12,11
Nationals,2023-08-28,Ranelagh,Bristol Open,15,9
Nationals,2023-08-28,SMASH'D,Bristol Open,11,9
Nationals,2023-08-28,XVI,Ka-Pow!,15,10
Nationals D2,2023-08-28,Devon 1,Cambridge Ultimate,15,10
Nationals D2,2023-08-28,Devon 1,Fire of London,11,10
Nationals D2,2023-08-28,Devon 1,Lemmings 1,12,9
Nationals D2,2023-08-28,Edinburgh Ultimate,Cambridge Ultimate,14,8
Nationals D2,2023-08-28,Edinburgh Ultimate,Flyght Open 1,15,5
Nationals D2,2023-08-28,Edinburgh Ultimate,Steal,14,8
Nationals D2,2023-08-28,Fire of London,Manchester Ultimate,9,7
Nationals D2,2023-08-28,Lemmings 1,Manchester Ultimate,11,6
Nationals D2,2023-08-28,Manchester Bees,Flyght Open 1,13,10
Nationals D2,2023-08-28,Manchester Ultimate,SOLENT,15,5
Nationals D2,2023-08-28,SOLENT,Cambridge Ultimate,15,6
Nationals D2,2023-08-28,Steal,Manchester Bees,12,7
Nationals D2,2023-08-28,Steal,SOLENT,12,8
