Team,Tournaments,Games,Wins,Losses,W_Ratio,Opponent_W_Ratio,Goals_For,Goals_Against,Avg_Point_Diff,Component,Interconnectivity,Eligible
Thundering Herd,1,6,4,2,0.6666666666666666,0.3288510101010101,68,47,3.5,1.0,28,0
Tribe Open,1,6,4,2,0.6666666666666666,0.5822491951702103,70,61,1.5,1.0,55,0
Flying Angels Bern @ Vienna Spring Break 2023,1,6,4,2,0.6666666666666666,0.7919540229885058,75,74,0.16666666666666666,1.0,31,0
Panthers Bern @ EUCR Bern,1,6,4,2,0.6666666666666666,0.4666666666666666,75,69,1.0,6.0,10,0
Freespeed @ Spring Invite Padova,1,6,4,2,0.6666666666666666,0.3611111111111111,80,66,2.3333333333333335,2.0,15,0
Oxford Ultimate,2,12,8,4,0.6666666666666666,0.355893759018759,149,118,2.5833333333333335,1.0,37,1
Freezzz Beezzz @ Spring Invite Leuven,1,6,4,2,0.6666666666666666,0.5611111111111111,82,69,2.1666666666666665,1.0,34,0
Otso @ EUCR Warsaw,1,6,4,2,0.6666666666666666,0.3055555555555555,72,71,0.16666666666666666,4.0,11,0
PirU @ EUCR Warsaw,1,6,4,2,0.6666666666666666,0.4444444444444444,77,71,1.0,4.0,11,0
Cus Padova Barbastreji @ Spring Invite Padova,1,6,4,2,0.6666666666666666,0.6388888888888888,72,71,0.16666666666666666,2.0,15,0
SOLENT 2,1,6,4,2,0.6666666666666666,0.3500992063492063,68,61,1.1666666666666667,1.0,35,0
Uprising @ EUCR Warsaw,1,6,4,2,0.6666666666666666,0.5277777777777778,73,64,1.5,4.0,11,0
Alligators @ Spring Invite Padova,1,6,4,2,0.6666666666666666,0.611111111111111,76,65,1.8333333333333333,2.0,15,0
Cotarica Grandes @ Spring Invite Padova,1,6,4,2,0.6666666666666666,0.47222222222222215,79,63,2.6666666666666665,2.0,15,0
7 Schwaben @ Spring Invite Leuven,1,6,4,2,0.6666666666666666,0.37222222222222223,78,65,2.1666666666666665,1.0,13,0
Københavns Frisbee Klub (KFK) @ EUCR Gent,1,6,4,2,0.6666666666666666,0.49444444444444446,79,64,2.5,5.0,10,0
Alba,5,32,21,11,0.65625,0.536016328869499,405,328,2.40625,1.0,84,1
Chevron Action Flash,4,20,13,7,0.65,0.5225805444555445,267,193,3.7,1.0,78,1
PELT Ultimate,2,11,7,4,0.6363636363636364,0.47859123403478243,133,124,0.8181818181818182,1.0,63,1
Heidees Open @ Windmill,1,8,5,3,0.625,0.37890625,95,100,-0.625,1.0,38,0
Wall City @ Toms Tourney,1,8,5,3,0.625,0.53515625,99,84,1.875,1.0,43,0
Netherlands open @ Toms Tourney,1,8,5,3,0.625,0.5625,99,95,0.5,1.0,21,0
BEL U24 @ Toms Tourney,1,8,5,3,0.625,0.578125,100,85,1.875,1.0,21,0
France Open @ Windmill,1,8,5,3,0.625,0.7120535714285714,107,84,2.875,1.0,30,0
Panthers Wroclaw @ Windmill,1,8,5,3,0.625,0.5750372023809524,98,98,0.0,1.0,54,0
Spain open @ Toms Tourney,1,8,5,3,0.625,0.56640625,104,87,2.125,1.0,41,0
Steal,4,26,16,10,0.6153846153846154,0.4052240651505358,274,230,1.6923076923076923,1.0,50,1
Flying Angels Bern @ EUCR Bern,1,5,3,2,0.6,0.78,55,65,-2.0,6.0,10,0
Ranelagh,1,5,3,2,0.6,0.5551580459770115,73,58,3.0,1.0,40,0
Belgium Open @ London Invite,1,5,3,2,0.6,0.65,63,51,2.4,1.0,7,0
Uprising @ Vienna Spring Break 2023,1,5,3,2,0.6,0.3603448275862069,66,60,1.2,1.0,31,0
FrankN @ DFV-Pokal Open,1,5,3,2,0.6,0.52,70,60,2.0,3.0,13,0
FrankN @ Vienna Spring Break 2023,1,5,3,2,0.6,0.52,56,57,-0.2,1.0,14,0
Cotarica Grandes @ EUCR Bern,1,5,3,2,0.6,0.33999999999999997,62,49,2.6,6.0,10,0
Wall City @ DFV-Pokal Open,1,5,3,2,0.6,0.64,64,48,3.2,3.0,12,0
Heidees @ DFV-Pokal Open,1,5,3,2,0.6,0.52,73,63,2.0,3.0,11,0
Catchup  @ Vienna Spring Break 2023,1,5,3,2,0.6,0.5336781609195402,61,57,0.8,1.0,31,0
Barbarian RFC @ London Invite,1,5,3,2,0.6,0.5,59,61,-0.4,1.0,19,0
Hardfisch @ DFV-Pokal Open,1,5,3,2,0.6,0.44000000000000006,62,59,0.6,3.0,13,0
SMOG Men,2,12,7,5,0.5833333333333334,0.5755751988093479,144,134,0.8333333333333334,1.0,60,1
Fire of London,5,29,16,13,0.5517241379310345,0.4959260351477758,312,321,-0.3103448275862069,1.0,87,1
Devon 1,3,20,11,9,0.55,0.4675103632000184,212,194,0.9,1.0,56,1
SMASH'D,5,30,16,14,0.5333333333333333,0.5614438187415106,344,328,0.5333333333333333,1.0,92,1
Manchester Ultimate,5,31,16,15,0.5161290322580645,0.45872808828175904,348,298,1.6129032258064515,1.0,81,1
Hardfisch @ Windmill,1,8,4,4,0.5,0.5080729166666667,98,91,0.875,1.0,49,0
Aarhus Ultimate @ Spring Invite Leuven,1,6,3,3,0.5,0.6277777777777778,64,80,-2.6666666666666665,1.0,13,0
Lemmings 2,2,12,6,6,0.5,0.44881777246578003,121,130,-0.75,1.0,45,1
Lemmings 1,5,30,15,15,0.5,0.5298381328924662,302,314,-0.4,1.0,80,1
Glasgow Open,1,6,3,3,0.5,0.46980672584120864,70,60,1.6666666666666667,1.0,41,0
Condors @ Windmill,1,8,4,4,0.5,0.5979166666666667,104,91,1.625,1.0,32,0
thebigEZ @ Spring Invite Padova,1,6,3,3,0.5,0.3611111111111111,67,69,-0.3333333333333333,2.0,15,0
Gentle open @ Toms Tourney,1,8,4,4,0.5,0.56640625,95,103,-1.0,1.0,40,0
Ireland open @ Toms Tourney,1,8,4,4,0.5,0.39299242424242425,95,90,0.625,1.0,38,0
FWD>> @ EUCR Warsaw,1,6,3,3,0.5,0.611111111111111,66,79,-2.1666666666666665,4.0,11,0
Armada @ EUCR Gent,1,6,3,3,0.5,0.31666666666666665,55,70,-2.5,5.0,10,0
GB U24 open,1,8,4,4,0.5,0.51953125,92,95,-0.375,1.0,42,0
Terrible Monkeys @ Spring Invite Leuven,1,6,3,3,0.5,0.5499999999999999,65,71,-1.0,1.0,13,0
Panthers Wroclaw - Open @ Spring Invite Padova,1,6,3,3,0.5,0.5277777777777778,71,70,0.16666666666666666,2.0,15,0
Panthers Bern @ Spring Invite Padova,1,6,3,3,0.5,0.5833333333333334,74,75,-0.16666666666666666,2.0,15,0
Red Bulls @ EUCR Bern,1,6,3,3,0.5,0.3,65,63,0.3333333333333333,6.0,10,0
Red Bulls @ Spring Invite Padova,1,6,3,3,0.5,0.611111111111111,68,76,-1.3333333333333333,2.0,15,0
Prague Devils @ EUCR Warsaw,1,6,3,3,0.5,0.4166666666666667,73,74,-0.16666666666666666,4.0,11,0
Outsiterz @ Spring Invite Padova,1,6,3,3,0.5,0.5277777777777778,80,74,1.0,2.0,15,0
Czech Republic Open @ Windmill,1,8,4,4,0.5,0.6607142857142857,97,85,1.5,1.0,30,0
UFO @ Spring Invite Leuven,1,6,3,3,0.5,0.5333333333333333,77,74,0.5,1.0,34,0
Yorkshire Ultimate,2,11,5,6,0.45454545454545453,0.478370871911712,98,102,-0.36363636363636365,1.0,64,1
Cambridge Ultimate,5,33,15,18,0.45454545454545453,0.4967852700538453,352,364,-0.36363636363636365,1.0,58,1
Edinburgh Ultimate,3,20,9,11,0.45,0.45184753696433344,197,209,-0.6,1.0,45,1
Reading Open,5,26,11,15,0.4230769230769231,0.49544878554889676,285,321,-1.3846153846153846,1.0,70,1
Red Open,1,5,2,3,0.4,0.3287878787878788,45,54,-1.8,1.0,19,0
XVI @ Spring Invite Leuven,1,5,2,3,0.4,0.5133333333333333,54,58,-0.8,1.0,13,0
Lahntalknaben @ DFV-Pokal Open,1,5,2,3,0.4,0.28,70,61,1.8,3.0,9,0
Sturm und Drang @ DFV-Pokal Open,1,5,2,3,0.4,0.44000000000000006,58,72,-2.8,3.0,12,0
thebigEZ @ Vienna Spring Break 2023,1,5,2,3,0.4,0.43034482758620685,61,57,0.8,1.0,29,0
Czech Republic Open @ London Invite,1,5,2,3,0.4,0.65,53,61,-1.6,1.0,19,0
Ars Ludendi @ DFV-Pokal Open,1,5,2,3,0.4,0.6,56,60,-0.8,3.0,12,0
Frizzly Bears @ Spring Invite Leuven,1,5,2,3,0.4,0.44666666666666666,66,62,0.8,1.0,14,0
Family Ultimate @ DFV-Pokal Open,1,5,2,3,0.4,0.44000000000000006,50,69,-3.8,3.0,13,0
GB Open Masters,1,5,2,3,0.4,0.7261738261738262,62,58,0.8,1.0,33,0
DEAC FreeBees @ EUCQ Timisoara,1,5,2,3,0.4,0.4800000000000001,51,48,0.6,7.0,3,0
Gentle Open @ EUCR Gent,1,5,2,3,0.4,0.6466666666666667,63,66,-0.6,5.0,10,0
Freezzz Beezzz @ EUCR Gent,1,5,2,3,0.4,0.4,59,61,-0.4,5.0,10,0
Frizzly Bears @ DFV-Pokal Open,1,5,2,3,0.4,0.6799999999999999,54,65,-2.2,3.0,12,0
Heidees Open @ EUCR Gent,1,5,2,3,0.4,0.5133333333333333,65,65,0.0,5.0,10,0
Alligators @ EUCR Bern,1,5,2,3,0.4,0.5866666666666667,55,64,-1.8,6.0,10,0
AUT U24 Open @ Vienna Spring Break 2023,1,5,2,3,0.4,0.53,55,55,0.0,1.0,14,0
7 Schwaben @ DFV-Pokal Open,1,5,2,3,0.4,0.4800000000000001,64,63,0.2,3.0,13,0
Ka-Pow!,5,33,13,20,0.3939393939393939,0.48485640240367717,349,392,-1.303030303030303,1.0,84,1
Newcastle Brown,5,28,11,17,0.39285714285714285,0.46634152755861863,303,338,-1.25,1.0,90,1
Top of Nord Italy @ Windmill,1,8,3,5,0.375,0.42578125,90,94,-0.5,1.0,37,0
Switzerland Open @ Windmill,1,8,3,5,0.375,0.6177455357142857,100,96,0.5,1.0,46,0
Cotarica Grandes @ Toms Tourney,1,8,3,5,0.375,0.5179924242424242,91,93,-0.25,1.0,39,0
Amsterdam Ultimate Club Open @ Windmill,1,8,3,5,0.375,0.47682291666666665,81,101,-2.5,1.0,49,0
Denmark open @ Toms Tourney,1,8,3,5,0.375,0.5023674242424242,86,94,-1.0,1.0,39,0
Devon Ultimate,1,8,3,5,0.375,0.41041666666666665,84,103,-2.375,1.0,32,0
bHOENIX @ Windmill,1,8,3,5,0.375,0.40625,87,99,-1.5,1.0,19,0
Panthers Bern @ Toms Tourney,1,8,3,5,0.375,0.47111742424242425,89,104,-1.875,1.0,36,0
JetSet Ultimate Open @ Toms Tourney,1,8,3,5,0.375,0.5492424242424242,90,102,-1.5,1.0,38,0
Red Bulls @ Toms Tourney,1,8,3,5,0.375,0.42578125,95,102,-0.875,1.0,43,0
Frizstyle @ Toms Tourney,1,8,3,5,0.375,0.50390625,92,107,-1.875,1.0,40,0
Frizzly Bears @ Toms Tourney,1,8,3,5,0.375,0.515625,92,111,-2.375,1.0,23,0
Gentle Open @ Windmill,1,8,3,5,0.375,0.5555059523809524,90,103,-1.625,1.0,40,0
SOLENT,5,35,13,22,0.37142857142857144,0.5014111085678233,359,380,-0.6,1.0,80,1
Manchester Bees,5,30,11,19,0.36666666666666664,0.46566820405415577,287,346,-1.9666666666666666,1.0,51,1
Birmingham Ultimate,2,11,4,7,0.36363636363636365,0.4219563858601292,88,134,-4.181818181818182,1.0,34,1
Bristol Open 2,2,11,4,7,0.36363636363636365,0.5531426461239296,112,123,-1.0,1.0,30,1
Flyght Open 2,2,11,4,7,0.36363636363636365,0.3512709883699188,99,124,-2.272727272727273,1.0,33,1
Flying Angels Bern @ Spring Invite Padova,1,6,2,4,0.3333333333333333,0.5277777777777778,65,66,-0.16666666666666666,2.0,15,0
XVI,1,6,2,4,0.3333333333333333,0.6409140667761357,73,78,-0.8333333333333334,1.0,44,0
Uprising @ Spring Invite Leuven,1,6,2,4,0.3333333333333333,0.3611111111111111,63,69,-1.0,1.0,13,0
Helsinki Ultimate @ EUCR Warsaw,1,6,2,4,0.3333333333333333,0.4444444444444444,65,76,-1.8333333333333333,4.0,11,0
Bora @ Spring Invite Leuven,1,6,2,4,0.3333333333333333,0.45555555555555555,56,82,-4.333333333333333,1.0,13,0
Terrible Monkeys @ EUCR Warsaw,1,6,2,4,0.3333333333333333,0.5,74,66,1.3333333333333333,4.0,11,0
Solebang @ EUCR Bern,1,6,2,4,0.3333333333333333,0.5722222222222223,57,68,-1.8333333333333333,6.0,10,0
Ranelagh @ Elite Invite,1,6,2,4,0.3333333333333333,0.5805555555555556,70,82,-2.0,1.0,19,0
thebigEZ @ EUCR Warsaw,1,6,2,4,0.3333333333333333,0.611111111111111,79,78,0.16666666666666666,4.0,11,0
FWD>> @ Spring Invite Padova,1,6,2,4,0.3333333333333333,0.4444444444444444,71,76,-0.8333333333333334,2.0,15,0
Iznogood @ EUCR Bern,1,6,2,4,0.3333333333333333,0.5499999999999999,54,61,-1.1666666666666667,6.0,10,0
Amsterdam Ultimate Club @ EUCR Gent,1,6,2,4,0.3333333333333333,0.5777777777777778,67,80,-2.1666666666666665,5.0,10,0
Brixton,3,16,5,11,0.3125,0.4958558598264481,108,197,-5.5625,1.0,37,1
Flyght Open 1,5,30,9,21,0.3,0.5181570204507046,230,347,-3.9,1.0,66,1
Curve,3,17,5,12,0.29411764705882354,0.42836333117624137,143,207,-3.764705882352941,1.0,46,1
Freespeed @ Toms Tourney,1,8,2,6,0.25,0.5,82,103,-2.625,1.0,23,0
Alligators U20 @ Vienna Spring Break 2023,1,4,1,3,0.25,0.45,37,54,-4.25,1.0,13,0
Red Bulls U20 @ Vienna Spring Break 2023,1,4,1,3,0.25,0.45,32,52,-5.0,1.0,12,0
St Albans,3,16,4,12,0.25,0.4768301245323304,157,195,-2.375,1.0,37,1
LLLeeds Open 1,2,12,3,9,0.25,0.523287124952374,117,155,-3.1666666666666665,1.0,45,1
France Masters Open @ London Invite,1,4,1,3,0.25,0.55,39,53,-3.5,1.0,7,0
Dublin Frisbee 7s,1,5,1,4,0.2,0.5692966803311631,42,72,-6.0,1.0,37,0
Hard2Fisch @ DFV-Pokal Open,1,5,1,4,0.2,0.4,47,71,-4.8,3.0,12,0
Freespeed @ EUCR Bern,1,5,1,4,0.2,0.5199999999999999,39,65,-5.2,6.0,10,0
Newcastle Brown 2,1,5,1,4,0.2,0.38333333333333336,35,62,-5.4,1.0,19,0
LOL @ Vienna Spring Break 2023,1,5,1,4,0.2,0.53,56,67,-2.2,1.0,14,0
Nomadic Tribe @ London Invite,1,5,1,4,0.2,0.54,53,64,-2.2,1.0,19,0
Terrible Monkeys @ Vienna Spring Break 2023,1,5,1,4,0.2,0.61,49,63,-2.8,1.0,14,0
Disckick @ DFV-Pokal Open,1,5,1,4,0.2,0.4,51,73,-4.4,3.0,10,0
Heidees @ Elite Invite,1,6,1,5,0.16666666666666666,0.5777777777777778,63,85,-3.6666666666666665,1.0,19,0
Hardfisch @ Spring Invite Padova,1,6,1,5,0.16666666666666666,0.4444444444444444,60,88,-4.666666666666667,2.0,15,0
Wall City @ Elite Invite,1,6,1,5,0.16666666666666666,0.7698412698412698,67,84,-2.8333333333333335,1.0,22,0
Zimmer,1,6,1,5,0.16666666666666666,0.5138787457752975,54,72,-3.0,1.0,52,0
Plymouth Ultimate Open,1,6,1,5,0.16666666666666666,0.5040701128936423,41,76,-5.833333333333333,1.0,23,0
NXT @ EUCR Warsaw,1,6,1,5,0.16666666666666666,0.5833333333333334,59,84,-4.166666666666667,4.0,11,0
Canieporci @ Spring Invite Padova,1,6,1,5,0.16666666666666666,0.4444444444444444,47,84,-6.166666666666667,2.0,15,0
BORA @ Toms Tourney,1,8,1,7,0.125,0.5062736742424242,84,111,-3.375,1.0,50,0
TUGA (Portugal Open) @ Windmill,1,8,1,7,0.125,0.39479166666666665,66,114,-6.0,1.0,34,0
Chilly Ultimate @ Windmill,1,8,1,7,0.125,0.4614955357142857,76,106,-3.75,1.0,45,0
GB masters,1,8,1,7,0.125,0.5336174242424242,77,105,-3.5,1.0,38,0
Aarhus Ultimate @ EUCR Gent,1,5,0,5,0.0,0.49333333333333335,42,66,-4.8,5.0,10,0
Guildford Ultimate Open,1,5,0,5,0.0,0.37462772521596055,28,64,-7.2,1.0,27,0
Vertigo @ Toms Tourney,1,1,0,1,0.0,0.4230769230769231,5,15,-10.0,1.0,17,0
Azvarlirea @ EUCQ Timisoara,1,5,0,5,0.0,0.64,6,75,-13.8,7.0,3,0
Slovenia @ Spring Invite Padova,1,6,0,6,0.0,0.4444444444444444,59,90,-5.166666666666667,2.0,15,0
Cus Padova Barbastreji @ EUCR Bern,1,5,0,5,0.0,0.5333333333333334,49,74,-5.0,6.0,10,0
SLOVENIA @ EUCR Warsaw,1,6,0,6,0.0,0.5277777777777778,47,89,-7.0,4.0,11,0
Révolution'air @ Spring Invite Leuven,1,5,0,5,0.0,0.5333333333333333,42,69,-5.4,1.0,12,0
Frizzly Bears Aachen @ EUCR Gent,1,5,0,5,0.0,0.58,42,66,-4.8,5.0,10,0
ESV München  @ Vienna Spring Break 2023,1,4,0,4,0.0,0.5125,31,56,-6.25,1.0,11,0
ESV München @ Vienna Spring Break 2023,1,1,0,1,0.0,0.4,6,15,-9.0,1.0,5,0
Hard2Fisch @ Spring Invite Leuven,1,5,0,5,0.0,0.49333333333333335,36,75,-7.8,1.0,33,0
