Tournament,Date,Team_1,Team_2,Score_1,Score_2,Division
Spring Invite Leuven,2023-04-21,7 Schwaben,Uprising,15,9,Open
Spring Invite Leuven,2023-04-21,7 Schwaben,Freezzz Beezzz,8,15,Open
Spring Invite Leuven,2023-04-21,7 Schwaben,Révolution'air,15,9,Open
Spring Invite Leuven,2023-04-21,Aarhus Ultimate,Frizzly Bears,15,14,Open
Spring Invite Leuven,2023-04-21,Bad Skid,SmashD,15,6,Open
Spring Invite Leuven,2023-04-21,Bad Skid,Aarhus Ultimate,15,6,Open
Spring Invite Leuven,2023-04-21,Bora,Gentle Open,4,15,Open
Spring Invite Leuven,2023-04-21,Bora,Révolution'air,13,12,Open
Spring Invite Leuven,2023-04-21,Bora,7 Schwaben,9,15,Open
Spring Invite Leuven,2023-04-21,Freezzz Beezzz,UFO,13,15,Open
Spring Invite Leuven,2023-04-21,Freezzz Beezzz,Gentle Open,11,15,Open
Spring Invite Leuven,2023-04-21,Freezzz Beezzz,Aarhus Ultimate,15,9,Open
Spring Invite Leuven,2023-04-21,Frizzly Bears,JetSet Ultimate Open,10,15,Open
Spring Invite Leuven,2023-04-21,Frizzly Bears,XVI,12,13,Open
Spring Invite Leuven,2023-04-21,Frizzly Bears,Hard2Fisch,15,11,Open
Spring Invite Leuven,2023-04-21,Frizzly Bears,Bora,15,8,Open
Spring Invite Leuven,2023-04-21,Gentle Open,Révolution'air,15,6,Open
Spring Invite Leuven,2023-04-21,Gentle Open,Terrible Monkeys,15,12,Open
Spring Invite Leuven,2023-04-21,Gentle Open,Terrible Monkeys,15,0,Open
Spring Invite Leuven,2023-04-21,Hard2Fisch,Bad Skid,7,15,Open
Spring Invite Leuven,2023-04-21,Hard2Fisch,XVI,5,15,Open
Spring Invite Leuven,2023-04-21,Hard2Fisch,Uprising,4,15,Open
Spring Invite Leuven,2023-04-21,JetSet Ultimate Open,XVI,15,8,Open
Spring Invite Leuven,2023-04-21,JetSet Ultimate Open,Aarhus Ultimate,15,9,Open
Spring Invite Leuven,2023-04-21,JetSet Ultimate Open,SmashD,15,7,Open
Spring Invite Leuven,2023-04-21,JetSet Ultimate Open,Gentle Open,13,12,Open
Spring Invite Leuven,2023-04-21,JetSet Ultimate Open,Bad Skid,15,14,Open
Spring Invite Leuven,2023-04-21,Révolution'air,Terrible Monkeys,5,15,Open
Spring Invite Leuven,2023-04-21,Révolution'air,Uprising,10,11,Open
Spring Invite Leuven,2023-04-21,SmashD,Hard2Fisch,15,9,Open
Spring Invite Leuven,2023-04-21,SmashD,Freezzz Beezzz,11,15,Open
Spring Invite Leuven,2023-04-21,SmashD,UFO,15,10,Open
Spring Invite Leuven,2023-04-21,Terrible Monkeys,Bora,15,9,Open
Spring Invite Leuven,2023-04-21,Terrible Monkeys,Bad Skid,8,15,Open
Spring Invite Leuven,2023-04-21,UFO,7 Schwaben,15,12,Open
Spring Invite Leuven,2023-04-21,UFO,Terrible Monkeys,12,15,Open
Spring Invite Leuven,2023-04-21,UFO,Aarhus Ultimate,11,12,Open
Spring Invite Leuven,2023-04-21,Uprising,Freezzz Beezzz,11,13,Open
Spring Invite Leuven,2023-04-21,Uprising,UFO,7,14,Open
Spring Invite Leuven,2023-04-21,Uprising,Bora,10,13,Open
Spring Invite Leuven,2023-04-21,XVI,Aarhus Ultimate,10,13,Open
Spring Invite Leuven,2023-04-21,XVI,7 Schwaben,8,13,Open
Spring Invite Padova,2023-04-21,3SB - Open,FWD>>,15,6,Open
Spring Invite Padova,2023-04-21,3SB - Open,Flying Angels Bern,15,9,Open
Spring Invite Padova,2023-04-21,3SB - Open,Alligators,12,10,Open
Spring Invite Padova,2023-04-21,3SB - Open,Panthers Bern,15,8,Open
Spring Invite Padova,2023-04-21,3SB - Open,Cus Padova Barbastreji,15,8,Open
Spring Invite Padova,2023-04-21,3SB - Women,Cheetahs,15,8,Women
Spring Invite Padova,2023-04-21,3SB - Women,Catchup Women,13,10,Women
Spring Invite Padova,2023-04-21,3SB - Women,Tequila Boom Boom,11,15,Women
Spring Invite Padova,2023-04-21,Alligators,Outsiterz,15,13,Open
Spring Invite Padova,2023-04-21,Alligators,Panthers Wroclaw - Open,15,8,Open
Spring Invite Padova,2023-04-21,Alligators,Cotarica Grandes,11,8,Open
Spring Invite Padova,2023-04-21,box vienna,CUS Padova Tane Malefiche,15,11,Women
Spring Invite Padova,2023-04-21,box vienna,East Block,5,15,Women
Spring Invite Padova,2023-04-21,box vienna,Panthers Wroclaw - Women,15,11,Women
Spring Invite Padova,2023-04-21,Canieporci,Alligators,9,15,Open
Spring Invite Padova,2023-04-21,Canieporci,Slovenia,15,9,Open
Spring Invite Padova,2023-04-21,Canieporci,FWD>>,7,15,Open
Spring Invite Padova,2023-04-21,Catchup Women,Tequila Boom Boom,12,15,Women
Spring Invite Padova,2023-04-21,Catchup Women,Panthers Wroclaw - Women,10,15,Women
Spring Invite Padova,2023-04-21,Catchup Women,Panthers Wroclaw - Women,8,12,Women
Spring Invite Padova,2023-04-21,Cheetahs,Catchup Women,11,14,Women
Spring Invite Padova,2023-04-21,Cheetahs,Tequila Boom Boom,6,15,Women
Spring Invite Padova,2023-04-21,Cotarica Grandes,Slovenia,15,7,Open
Spring Invite Padova,2023-04-21,Cotarica Grandes,Panthers Bern,15,11,Open
Spring Invite Padova,2023-04-21,Cotarica Grandes,Cus Padova Barbastreji,11,14,Open
Spring Invite Padova,2023-04-21,Cotarica Grandes,Red Bulls,15,11,Open
Spring Invite Padova,2023-04-21,Cus Padova Barbastreji,Freespeed,13,12,Open
Spring Invite Padova,2023-04-21,Cus Padova Barbastreji,M.U.C.,13,12,Open
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche,Shout,8,11,Women
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche,East Block,15,13,Women
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche,Catchup Women,15,8,Women
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche,box vienna,15,9,Women
Spring Invite Padova,2023-04-21,DiscoBolo,box vienna,10,14,Women
Spring Invite Padova,2023-04-21,DiscoBolo,CUS Padova Tane Malefiche,8,12,Women
Spring Invite Padova,2023-04-21,DiscoBolo,Cheetahs,10,6,Women
Spring Invite Padova,2023-04-21,DISConnection,FlyHigh,13,7,Mixed
Spring Invite Padova,2023-04-21,DISConnection,Zombees,14,8,Mixed
Spring Invite Padova,2023-04-21,East Block,DiscoBolo,15,10,Women
Spring Invite Padova,2023-04-21,East Block,Shout,14,15,Women
Spring Invite Padova,2023-04-21,East Block,Tequila Boom Boom,15,9,Women
Spring Invite Padova,2023-04-21,FlyHigh,Zombees,14,15,Mixed
Spring Invite Padova,2023-04-21,FlyHigh,FucZH,9,15,Mixed
Spring Invite Padova,2023-04-21,FlyHigh,Zombees,15,7,Mixed
Spring Invite Padova,2023-04-21,Flying Angels Bern,Red Bulls,9,13,Open
Spring Invite Padova,2023-04-21,Flying Angels Bern,Canieporci,15,7,Open
Spring Invite Padova,2023-04-21,Flying Angels Bern,Freespeed,12,13,Open
Spring Invite Padova,2023-04-21,Flying Angels Bern,thebigEZ,7,8,Open
Spring Invite Padova,2023-04-21,Freespeed,Hardfisch,15,4,Open
Spring Invite Padova,2023-04-21,Freespeed,Slovenia,15,11,Open
Spring Invite Padova,2023-04-21,Freespeed,Outsiterz,13,12,Open
Spring Invite Padova,2023-04-21,FucZH,Leamington Lemmings,5,15,Mixed
Spring Invite Padova,2023-04-21,FucZH,Owls UC,11,7,Mixed
Spring Invite Padova,2023-04-21,FucZH,Gold,14,8,Mixed
Spring Invite Padova,2023-04-21,FWD>>,Flying Angels Bern,10,13,Open
Spring Invite Padova,2023-04-21,Gold,FucZH,10,9,Mixed
Spring Invite Padova,2023-04-21,Gold,Zombees,15,6,Mixed
Spring Invite Padova,2023-04-21,Gold,DISConnection,9,15,Mixed
Spring Invite Padova,2023-04-21,Hardfisch,Panthers Wroclaw - Open,8,15,Open
Spring Invite Padova,2023-04-21,Hardfisch,Cus Padova Barbastreji,10,15,Open
Spring Invite Padova,2023-04-21,Hardfisch,FWD>>,13,14,Open
Spring Invite Padova,2023-04-21,HoneyMoon,DISConnection,6,15,Mixed
Spring Invite Padova,2023-04-21,HoneyMoon,FlyHigh,7,15,Mixed
Spring Invite Padova,2023-04-21,HoneyMoon,FlyHigh,8,13,Mixed
Spring Invite Padova,2023-04-21,HoneyMoon,Owls UC,8,15,Mixed
Spring Invite Padova,2023-04-21,Leamington Lemmings,Gold,15,10,Mixed
Spring Invite Padova,2023-04-21,Leamington Lemmings,Owls UC,15,6,Mixed
Spring Invite Padova,2023-04-21,Leamington Lemmings,HoneyMoon,15,1,Mixed
Spring Invite Padova,2023-04-21,Leamington Lemmings,FucZH,15,3,Mixed
Spring Invite Padova,2023-04-21,Leamington Lemmings,DISConnection,12,13,Mixed
Spring Invite Padova,2023-04-21,M.U.C.,Canieporci,15,4,Open
Spring Invite Padova,2023-04-21,M.U.C.,Alligators,15,10,Open
Spring Invite Padova,2023-04-21,M.U.C.,Red Bulls,15,8,Open
Spring Invite Padova,2023-04-21,Outsiterz,M.U.C.,10,15,Open
Spring Invite Padova,2023-04-21,Outsiterz,Canieporci,15,5,Open
Spring Invite Padova,2023-04-21,Outsiterz,FWD>>,15,14,Open
Spring Invite Padova,2023-04-21,Owls UC,Gold,8,12,Mixed
Spring Invite Padova,2023-04-21,Owls UC,DISConnection,6,15,Mixed
Spring Invite Padova,2023-04-21,Panthers Bern,thebigEZ,13,8,Open
Spring Invite Padova,2023-04-21,Panthers Bern,M.U.C.,12,15,Open
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open,Cus Padova Barbastreji,11,9,Open
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open,Freespeed,14,12,Open
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open,Panthers Bern,13,15,Open
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open,Red Bulls,10,11,Open
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Women,Cheetahs,15,8,Women
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Women,3SB - Women,13,14,Women
Spring Invite Padova,2023-04-21,Red Bulls,3SB - Open,12,15,Open
Spring Invite Padova,2023-04-21,Red Bulls,FWD>>,13,12,Open
Spring Invite Padova,2023-04-21,Shout,DiscoBolo,15,6,Women
Spring Invite Padova,2023-04-21,Shout,box vienna,15,8,Women
Spring Invite Padova,2023-04-21,Shout,3SB - Women,15,11,Women
Spring Invite Padova,2023-04-21,Shout,East Block,15,11,Women
Spring Invite Padova,2023-04-21,Slovenia,Panthers Bern,9,15,Open
Spring Invite Padova,2023-04-21,Slovenia,Hardfisch,14,15,Open
Spring Invite Padova,2023-04-21,Tequila Boom Boom,3SB - Women,13,12,Women
Spring Invite Padova,2023-04-21,Tequila Boom Boom,Panthers Wroclaw - Women,14,10,Women
Spring Invite Padova,2023-04-21,thebigEZ,Cotarica Grandes,9,15,Open
Spring Invite Padova,2023-04-21,thebigEZ,Slovenia,15,9,Open
Spring Invite Padova,2023-04-21,thebigEZ,Hardfisch,15,10,Open
Spring Invite Padova,2023-04-21,thebigEZ,Outsiterz,12,15,Open
Spring Invite Padova,2023-04-21,Zombees,HoneyMoon,9,11,Mixed
Spring Invite Padova,2023-04-21,Zombees,Owls UC,10,9,Mixed
Spring Invite Wroclaw,2023-04-21,FRuBB,KS FLOW WROCŁAW,11,10,Mixed
Spring Invite Wroclaw,2023-04-21,FRuBB,Zoom Ultimate,13,5,Mixed
Spring Invite Wroclaw,2023-04-21,FRuBB,KS FLOW WROCŁAW,13,6,Mixed
Spring Invite Wroclaw,2023-04-21,FRuBB,Hässliche Erdferkel,11,5,Mixed
Spring Invite Wroclaw,2023-04-21,Hässliche Erdferkel,RJP,9,10,Mixed
Spring Invite Wroclaw,2023-04-21,Hässliche Erdferkel,Prague Devils,9,6,Mixed
Spring Invite Wroclaw,2023-04-21,KS FLOW WROCŁAW,Zoom Ultimate,10,9,Mixed
Spring Invite Wroclaw,2023-04-21,KS FLOW WROCŁAW,Pelt,6,8,Mixed
Spring Invite Wroclaw,2023-04-21,KS FLOW WROCŁAW,RJP,10,9,Mixed
Spring Invite Wroclaw,2023-04-21,KS FLOW WROCŁAW,Savage Ultimate,7,9,Mixed
Spring Invite Wroclaw,2023-04-21,Left Overs,FRuBB,11,9,Mixed
Spring Invite Wroclaw,2023-04-21,Left Overs,KS FLOW WROCŁAW,6,7,Mixed
Spring Invite Wroclaw,2023-04-21,Left Overs,Transylvania Ultimate,9,3,Mixed
Spring Invite Wroclaw,2023-04-21,Left Overs,RJP,9,6,Mixed
Spring Invite Wroclaw,2023-04-21,Pelt,FRuBB,11,12,Mixed
Spring Invite Wroclaw,2023-04-21,Pelt,Left Overs,9,8,Mixed
Spring Invite Wroclaw,2023-04-21,Pelt,Hässliche Erdferkel,8,10,Mixed
Spring Invite Wroclaw,2023-04-21,Pelt,Left Overs,9,11,Mixed
Spring Invite Wroclaw,2023-04-21,Prague Devils,RJP,8,11,Mixed
Spring Invite Wroclaw,2023-04-21,Prague Devils,Savage Ultimate,7,12,Mixed
Spring Invite Wroclaw,2023-04-21,RJP,Savage Ultimate,10,14,Mixed
Spring Invite Wroclaw,2023-04-21,RJP,Transylvania Ultimate,12,10,Mixed
Spring Invite Wroclaw,2023-04-21,RJP,Prague Devils,10,7,Mixed
Spring Invite Wroclaw,2023-04-21,Savage Ultimate,Transylvania Ultimate,12,7,Mixed
Spring Invite Wroclaw,2023-04-21,Savage Ultimate,Hässliche Erdferkel,12,10,Mixed
Spring Invite Wroclaw,2023-04-21,Savage Ultimate,Hässliche Erdferkel,9,12,Mixed
Spring Invite Wroclaw,2023-04-21,Transylvania Ultimate,Prague Devils,10,11,Mixed
Spring Invite Wroclaw,2023-04-21,Transylvania Ultimate,Hässliche Erdferkel,9,10,Mixed
Spring Invite Wroclaw,2023-04-21,Transylvania Ultimate,Zoom Ultimate,7,12,Mixed
Spring Invite Wroclaw,2023-04-21,Zoom Ultimate,Left Overs,6,11,Mixed
Spring Invite Wroclaw,2023-04-21,Zoom Ultimate,Pelt,7,10,Mixed
Spring Invite Wroclaw,2023-04-21,Zoom Ultimate,Prague Devils,9,10,Mixed
Toms Tourney,2023-05-05,France Women,German masters,15,4,Women
Toms Tourney,2023-05-05,Belgian Women,LMU,14,8,Women
Toms Tourney,2023-05-05,Czech Women,Crazy Dogs,15,1,Women
Toms Tourney,2023-05-05,Shout,Germany U24,15,9,Women
Toms Tourney,2023-05-05,JinX,GB U24 Women,13,10,Women
Toms Tourney,2023-05-05,Austrian Women,Spain Women,12,8,Women
Toms Tourney,2023-05-05,GB Women,DESKEAGH,11,8,Women
Toms Tourney,2023-05-05,NL Women,Panthers Wroclaw - Women,12,11,Women
Toms Tourney,2023-05-05,BFD La Fotta,GB U24 open,15,6,Open
Toms Tourney,2023-05-05,Gentle open,Frizzly Bears,15,9,Open
Toms Tourney,2023-05-05,Tchac,Freespeed,12,10,Open
Toms Tourney,2023-05-05,Mooncatchers,Spain open,14,11,Open
Toms Tourney,2023-05-05,Alba,Frizstyle,14,12,Open
Toms Tourney,2023-05-05,Red Bulls,BORA,12,8,Open
Toms Tourney,2023-05-05,Denmark open,Cotarica Grandes,10,9,Open
Toms Tourney,2023-05-05,GB open,JetSet Ultimate Open,15,7,Open
Toms Tourney,2023-05-05,Ireland open,Ka-Pow!,15,6,Open
Toms Tourney,2023-05-05,Iznogood,GB masters,12,9,Open
Toms Tourney,2023-05-05,BEL U24,Panthers Bern,15,6,Open
Toms Tourney,2023-05-05,Wall City,Netherlands open,10,11,Open
Toms Tourney,2023-05-05,Shout,Crazy Dogs,15,4,Women
Toms Tourney,2023-05-05,Czech Women,Germany U24,11,10,Women
Toms Tourney,2023-05-05,NL Women,DESKEAGH,10,12,Women
Toms Tourney,2023-05-05,GB Women,Panthers Wroclaw - Women,15,5,Women
Toms Tourney,2023-05-05,JinX,Spain Women,15,12,Women
Toms Tourney,2023-05-05,Austrian Women,GB U24 Women,11,8,Women
Toms Tourney,2023-05-05,France Women,LMU,10,12,Women
Toms Tourney,2023-05-05,Belgian Women,German masters,15,3,Women
Toms Tourney,2023-05-05,BFD La Fotta,Freespeed,15,4,Open
Toms Tourney,2023-05-05,Gentle open,GB U24 open,12,11,Open
Toms Tourney,2023-05-05,Tchac,Frizzly Bears,14,10,Open
Toms Tourney,2023-05-05,GB open,Cotarica Grandes,15,8,Open
Toms Tourney,2023-05-05,Ireland open,JetSet Ultimate Open,12,10,Open
Toms Tourney,2023-05-05,Denmark open,Ka-Pow!,15,8,Open
Toms Tourney,2023-05-05,Mooncatchers,BORA,15,6,Open
Toms Tourney,2023-05-05,Red Bulls,Frizstyle,10,12,Open
Toms Tourney,2023-05-05,Alba,Spain open,9,12,Open
Toms Tourney,2023-05-05,BEL U24,GB masters,12,5,Open
Toms Tourney,2023-05-05,Iznogood,Netherlands open,14,12,Open
Toms Tourney,2023-05-05,Wall City,Panthers Bern,15,8,Open
Toms Tourney,2023-05-05,GB Women,NL Women,13,11,Women
Toms Tourney,2023-05-05,DESKEAGH,Panthers Wroclaw - Women,11,10,Women
Toms Tourney,2023-05-05,JinX,Austrian Women,14,6,Women
Toms Tourney,2023-05-05,GB U24 Women,Spain Women,11,7,Women
Toms Tourney,2023-05-05,Shout,Czech Women,14,10,Women
Toms Tourney,2023-05-05,Germany U24,Crazy Dogs,15,6,Women
Toms Tourney,2023-05-05,AUC,Helgtre,13,15,Women
Toms Tourney,2023-05-05,Family Ultimate,Bordeaux Ultimate,11,14,Women
Toms Tourney,2023-05-05,Tchac,GB U24 open,15,9,Open
Toms Tourney,2023-05-05,Freespeed,Frizzly Bears,15,9,Open
Toms Tourney,2023-05-05,BFD La Fotta,Gentle open,15,10,Open
Toms Tourney,2023-05-05,GB open,Ireland open,15,11,Open
Toms Tourney,2023-05-05,Denmark open,JetSet Ultimate Open,12,14,Open
Toms Tourney,2023-05-05,Cotarica Grandes,Ka-Pow!,15,8,Open
Toms Tourney,2023-05-05,Mooncatchers,Alba,15,9,Open
Toms Tourney,2023-05-05,Red Bulls,Spain open,9,15,Open
Toms Tourney,2023-05-05,BORA,Frizstyle,13,14,Open
Toms Tourney,2023-05-05,Iznogood,BEL U24,9,15,Open
Toms Tourney,2023-05-05,Wall City,GB masters,13,9,Open
Toms Tourney,2023-05-05,Netherlands open,Panthers Bern,15,12,Open
Toms Tourney,2023-05-05,Shout,Czech Women,14,10,Women
Toms Tourney,2023-05-05,France Women,Belgian Women,13,9,Women
Toms Tourney,2023-05-05,GB Women,DESKEAGH,11,8,Women
Toms Tourney,2023-05-05,JinX,Austrian Women,14,6,Women
Toms Tourney,2023-05-05,Germany U24,Crazy Dogs,15,6,Women
Toms Tourney,2023-05-05,LMU,German masters,15,2,Women
Toms Tourney,2023-05-05,NL Women,Panthers Wroclaw - Women,12,11,Women
Toms Tourney,2023-05-05,GB U24 Women,Spain Women,11,7,Women
Toms Tourney,2023-05-05,Iznogood,Panthers Bern,12,10,Open
Toms Tourney,2023-05-05,GB masters,Netherlands open,7,15,Open
Toms Tourney,2023-05-05,BEL U24,Wall City,13,11,Open
Toms Tourney,2023-05-05,GB open,Ka-Pow!,15,1,Open
Toms Tourney,2023-05-05,Ireland open,Denmark open,8,11,Open
Toms Tourney,2023-05-05,JetSet Ultimate Open,Cotarica Grandes,12,11,Open
Toms Tourney,2023-05-05,BFD La Fotta,Frizzly Bears,15,7,Open
Toms Tourney,2023-05-05,Gentle open,Tchac,9,14,Open
Toms Tourney,2023-05-05,GB U24 open,Freespeed,15,8,Open
Toms Tourney,2023-05-05,Mooncatchers,Frizstyle,15,6,Open
Toms Tourney,2023-05-05,Alba,Red Bulls,13,11,Open
Toms Tourney,2023-05-05,Spain open,BORA,15,7,Open
Toms Tourney,2023-05-05,Reading Ultimate,Vertigo,15,5,Open
Toms Tourney,2023-05-05,France Women,Czech Women,12,8,Women
Toms Tourney,2023-05-05,Shout,Belgian Women,13,10,Women
Toms Tourney,2023-05-05,GB Women,Austrian Women,13,7,Women
Toms Tourney,2023-05-05,JinX,DESKEAGH,15,8,Women
Toms Tourney,2023-05-05,Germany U24,German masters,15,7,Women
Toms Tourney,2023-05-05,LMU,Crazy Dogs,15,3,Women
Toms Tourney,2023-05-05,NL Women,Spain Women,13,9,Women
Toms Tourney,2023-05-05,GB U24 Women,Panthers Wroclaw - Women,6,12,Women
Toms Tourney,2023-05-05,BFD La Fotta,Tchac,15,8,Open
Toms Tourney,2023-05-05,Gentle open,Freespeed,13,11,Open
Toms Tourney,2023-05-05,GB U24 open,Frizzly Bears,15,12,Open
Toms Tourney,2023-05-05,GB open,Denmark open,15,5,Open
Toms Tourney,2023-05-05,Ireland open,Cotarica Grandes,10,14,Open
Toms Tourney,2023-05-05,JetSet Ultimate Open,Ka-Pow!,15,8,Open
Toms Tourney,2023-05-05,Czech Women,Belgian Women,10,14,Women
Toms Tourney,2023-05-05,Mooncatchers,Red Bulls,15,11,Open
Toms Tourney,2023-05-05,Alba,BORA,15,9,Open
Toms Tourney,2023-05-05,Spain open,Frizstyle,15,10,Open
Toms Tourney,2023-05-05,Iznogood,Wall City,12,11,Open
Toms Tourney,2023-05-05,BEL U24,Netherlands open,11,13,Open
Toms Tourney,2023-05-05,GB masters,Panthers Bern,12,13,Open
Toms Tourney,2023-05-05,Shout,France Women,11,12,Women
Toms Tourney,2023-05-05,Crazy Dogs,German masters,3,15,Women
Toms Tourney,2023-05-05,Germany U24,LMU,13,14,Women
Toms Tourney,2023-05-05,DESKEAGH,Austrian Women,14,10,Women
Toms Tourney,2023-05-05,GB Women,JinX,10,12,Women
Toms Tourney,2023-05-05,NL Women,GB U24 Women,14,8,Women
Toms Tourney,2023-05-05,Panthers Wroclaw - Women,Spain Women,14,9,Women
Toms Tourney,2023-05-05,BFD La Fotta,Spain open,15,11,Open
Toms Tourney,2023-05-05,GB open,Netherlands open,15,9,Open
Toms Tourney,2023-05-05,Mooncatchers,Tchac,12,10,Open
Toms Tourney,2023-05-05,BEL U24,JetSet Ultimate Open,15,12,Open
Toms Tourney,2023-05-05,Gentle open,Frizstyle,15,13,Open
Toms Tourney,2023-05-05,Denmark open,Wall City,11,13,Open
Toms Tourney,2023-05-05,Alba,GB U24 open,13,9,Open
Toms Tourney,2023-05-05,Iznogood,Cotarica Grandes,13,11,Open
Toms Tourney,2023-05-05,France Women,Austrian Women,13,10,Women
Toms Tourney,2023-05-05,Shout,DESKEAGH,15,10,Women
Toms Tourney,2023-05-05,Belgian Women,GB Women,9,12,Women
Toms Tourney,2023-05-05,Czech Women,JinX,9,10,Women
Toms Tourney,2023-05-05,LMU,Spain Women,15,9,Women
Toms Tourney,2023-05-05,Germany U24,GB U24 Women,15,6,Women
Toms Tourney,2023-05-05,German masters,Panthers Wroclaw - Women,11,15,Women
Toms Tourney,2023-05-05,Crazy Dogs,NL Women,4,15,Women
Toms Tourney,2023-05-05,Freespeed,BORA,15,13,Open
Toms Tourney,2023-05-05,Ireland open,GB masters,13,10,Open
Toms Tourney,2023-05-05,Red Bulls,Frizzly Bears,12,15,Open
Toms Tourney,2023-05-05,Panthers Bern,Ka-Pow!,15,10,Open
Toms Tourney,2023-05-05,DESKEAGH,Czech Women,4,15,Women
Toms Tourney,2023-05-05,Shout,JinX,14,10,Women
Toms Tourney,2023-05-05,France Women,GB Women,8,12,Women
Toms Tourney,2023-05-05,Austrian Women,Belgian Women,8,12,Women
Toms Tourney,2023-05-05,LMU,Panthers Wroclaw - Women,12,10,Women
Toms Tourney,2023-05-05,Germany U24,NL Women,13,15,Women
Toms Tourney,2023-05-05,Spain Women,German masters,15,7,Women
Toms Tourney,2023-05-05,GB U24 Women,Crazy Dogs,15,4,Women
Toms Tourney,2023-05-05,GB open,Mooncatchers,12,13,Open
Toms Tourney,2023-05-05,Frizstyle,Cotarica Grandes,12,13,Open
Toms Tourney,2023-05-05,Denmark open,GB U24 open,10,14,Open
Toms Tourney,2023-05-05,Freespeed,Panthers Bern,10,12,Open
Toms Tourney,2023-05-05,Ireland open,Frizzly Bears,12,15,Open
Toms Tourney,2023-05-05,BORA,Ka-Pow!,15,10,Open
Toms Tourney,2023-05-05,GB masters,Red Bulls,11,15,Open
Toms Tourney,2023-05-05,Netherlands open,Tchac,10,15,Open
Toms Tourney,2023-05-05,Spain open,JetSet Ultimate Open,15,9,Open
Toms Tourney,2023-05-05,BFD La Fotta,BEL U24,14,13,Open
Toms Tourney,2023-05-05,Austrian Women,DESKEAGH,13,12,Women
Toms Tourney,2023-05-05,Gentle open,Iznogood,12,15,Open
Toms Tourney,2023-05-05,Wall City,Alba,14,10,Open
Toms Tourney,2023-05-05,France Women,JinX,11,12,Women
Toms Tourney,2023-05-05,Panthers Bern,Frizzly Bears,13,15,Open
Toms Tourney,2023-05-05,Freespeed,Ireland open,9,14,Open
Toms Tourney,2023-05-05,BORA,Red Bulls,13,15,Open
Toms Tourney,2023-05-05,Ka-Pow!,GB masters,12,14,Open
Toms Tourney,2023-05-05,BEL U24,GB open,6,15,Open
Toms Tourney,2023-05-05,Spain open,Tchac,10,14,Open
Toms Tourney,2023-05-05,JetSet Ultimate Open,Netherlands open,11,14,Open
Toms Tourney,2023-05-05,Iznogood,Wall City,10,12,Open
Toms Tourney,2023-05-05,Gentle open,Alba,9,15,Open
Toms Tourney,2023-05-05,Cotarica Grandes,GB U24 open,10,13,Open
Toms Tourney,2023-05-05,Frizstyle,Denmark open,13,12,Open
Toms Tourney,2023-05-05,GB Women,Shout,15,12,Women
Toms Tourney,2023-05-05,BFD La Fotta,Mooncatchers,10,14,Open
DFV-Pokal Open,2023-05-21,Heidees,Ars Ludendi,15,6,Open
DFV-Pokal Open,2023-05-21,M.U.C.,7 Schwaben,15,7,Open
DFV-Pokal Open,2023-05-21,Family Ultimate,Disckick,15,11,Open
DFV-Pokal Open,2023-05-21,Wall City,Hardfisch,15,7,Open
DFV-Pokal Open,2023-05-21,Bad Skid,Frizzly Bears,15,11,Open
DFV-Pokal Open,2023-05-21,FrankN,Hard2Fisch,15,9,Open
DFV-Pokal Open,2023-05-21,Lahntalknaben,Sturm und Drang,13,14,Open
DFV-Pokal Open,2023-05-21,Heidees,M.U.C.,14,15,Open
DFV-Pokal Open,2023-05-21,Ars Ludendi,Sturm und Drang,15,9,Open
DFV-Pokal Open,2023-05-21,7 Schwaben,Family Ultimate,13,14,Open
DFV-Pokal Open,2023-05-21,Wall City,Bad Skid,12,15,Open
DFV-Pokal Open,2023-05-21,Hardfisch,FrankN,10,15,Open
DFV-Pokal Open,2023-05-21,Frizzly Bears,Hard2Fisch,15,6,Open
DFV-Pokal Open,2023-05-21,Lahntalknaben,Disckick,13,15,Open
DFV-Pokal Open,2023-05-21,Bad Skid,Ars Ludendi,15,7,Open
DFV-Pokal Open,2023-05-21,Heidees,Frizzly Bears,14,15,Open
DFV-Pokal Open,2023-05-21,M.U.C.,FrankN,15,11,Open
DFV-Pokal Open,2023-05-21,Wall City,Family Ultimate,15,4,Open
DFV-Pokal Open,2023-05-21,Ars Ludendi,Heidees,13,15,Open
DFV-Pokal Open,2023-05-21,FrankN,Family Ultimate,15,11,Open
DFV-Pokal Open,2023-05-21,Bad Skid,Frizzly Bears,15,6,Open
DFV-Pokal Open,2023-05-21,M.U.C.,Wall City,15,7,Open
DFV-Pokal Open,2023-05-21,Heidees,FrankN,15,14,Open
DFV-Pokal Open,2023-05-21,Ars Ludendi,Family Ultimate,15,6,Open
DFV-Pokal Open,2023-05-21,Frizzly Bears,Wall City,7,15,Open
DFV-Pokal Open,2023-05-21,Bad Skid,M.U.C.,15,9,Open
